sku,warehouse_id,quantity
('UNICORN_UNILEVER_150124_9329',2379),384907.0
('UNICORN_UNILEVER_150124_9329',2671),176977.0
('UNICORN_UNILEVER_150124_9329',2720),84121.0
('UNICORN_UNILEVER_150124_9331',144),18.0
('UNICORN_UNILEVER_150124_9331',156),87.0
('UNICORN_UNILEVER_150124_9332',144),61.0
('UNICORN_UNILEVER_150124_9332',156),63.0
('UNICORN_UNILEVER_150124_9332',3004),7.0
('UNICORN_UNILEVER_150124_9333',144),66.0
('UNICORN_UNILEVER_150124_9333',156),69.0
('UNICORN_UNILEVER_150124_9333',3004),3.0
('UNICORN_UNILEVER_150224_2264',3004),76.0
('UNICORN_UNILEVER_150224_2265',144),228.0
('UNICORN_UNILEVER_150923_1244',2671),4.0
('UNICORN_UNILEVER_151123_9916',2671),6.0
('UNICORN_UNILEVER_160823_1244',2671),326.0
('UNICORN_UNILEVER_160823_1244',2720),4.0
('UNICORN_UNILEVER_160823_1609',2671),1.0
('UNICORN_UNILEVER_161123_1002',144),10.0
('UNICORN_UNILEVER_161123_1002',2720),102.0
('UNICORN_UNILEVER_170124_0864',144),167662.0
('UNICORN_UNILEVER_170124_0864',2671),14236.0
('UNICORN_UNILEVER_170124_0864',2720),324.0
('UNICORN_UNILEVER_170124_0864',3004),35143.0
('UNICORN_UNILEVER_170124_4086',144),30.0
('UNICORN_UNILEVER_170124_4086',2671),7.0
('UNICORN_UNILEVER_170124_4086',3004),9.0
('UNICORN_UNILEVER_170124_4087',144),9.0
('UNICORN_UNILEVER_170124_4088',144),27.0
('UNICORN_UNILEVER_170124_4088',156),72.0
('UNICORN_UNILEVER_170124_4088',2720),7.0
('UNICORN_UNILEVER_170124_4088',3004),3.0
('UNICORN_UNILEVER_170124_7265',144),6.0
('UNICORN_UNILEVER_170124_7265',156),9.0
('UNICORN_UNILEVER_170124_7265',3004),21.0
('UNICORN_UNILEVER_170124_7267',144),13105.0
('UNICORN_UNILEVER_170124_7267',156),11748.0
('UNICORN_UNILEVER_170124_7267',2379),10705.0
('UNICORN_UNILEVER_170124_7267',2671),12993.0
('UNICORN_UNILEVER_170124_7267',2720),5730.0
('UNICORN_UNILEVER_170124_7267',3004),3078.0
('UNICORN_UNILEVER_170224_1009',144),112095.0
('UNICORN_UNILEVER_170224_1009',156),76920.0
('UNICORN_UNILEVER_170224_1009',2379),12651.0
('UNICORN_UNILEVER_170224_1009',2671),99615.0
('UNICORN_UNILEVER_170224_1009',2720),45133.0
('UNICORN_UNILEVER_170224_1009',3004),3565.0
('UNICORN_UNILEVER_170224_1010',144),143245.0
('UNICORN_UNILEVER_170224_1010',2379),1689.0
('UNICORN_UNILEVER_170224_1011',144),15504.0
('UNICORN_UNILEVER_170224_1011',156),20772.0
('UNICORN_UNILEVER_170224_1011',2379),162.0
('UNICORN_UNILEVER_170224_1011',2671),1021.0
('UNICORN_UNILEVER_170224_1011',2720),1332.0
('UNICORN_UNILEVER_170224_1011',3004),3021.0
('UNICORN_UNILEVER_170224_1012',144),42489.0
('UNICORN_UNILEVER_170224_1012',156),119184.0
('UNICORN_UNILEVER_170224_1012',2379),7164.0
('UNICORN_UNILEVER_170224_1012',2671),36247.0
('UNICORN_UNILEVER_170224_1012',2720),22758.0
('UNICORN_UNILEVER_170224_1013',144),330.0
('UNICORN_UNILEVER_170224_1013',156),772.0
('UNICORN_UNILEVER_170224_1013',2379),1369.0
('UNICORN_UNILEVER_170224_1013',2671),2046.0
('UNICORN_UNILEVER_170224_1013',2720),219.0
('UNICORN_UNILEVER_170224_1013',3004),78.0
('UNICORN_UNILEVER_170224_1014',144),540.0
('UNICORN_UNILEVER_170224_1014',156),2220.0
('UNICORN_UNILEVER_170224_1014',2379),11379.0
('UNICORN_UNILEVER_170224_1014',2671),2160.0
('UNICORN_UNILEVER_170224_1014',2720),2863.0
('UNICORN_UNILEVER_170224_1014',3004),270.0
('UNICORN_UNILEVER_170224_1015',144),112.0
('UNICORN_UNILEVER_170224_1015',2379),670.0
('UNICORN_UNILEVER_170224_1016',156),9333.0
('UNICORN_UNILEVER_170224_1016',2379),8434.0
('UNICORN_UNILEVER_170224_1016',2671),9072.0
('UNICORN_UNILEVER_171223_1221',144),709.0
('UNICORN_UNILEVER_171223_1221',2671),42.0
('UNICORN_UNILEVER_180124_3879',144),1.0
('UNICORN_UNILEVER_180124_3879',156),9.0
('UNICORN_UNILEVER_180124_3880',144),18.0
('UNICORN_UNILEVER_180124_3880',156),21.0
('UNICORN_UNILEVER_180124_3881',156),34.0
('UNICORN_UNILEVER_180124_3882',144),1663.0
('UNICORN_UNILEVER_180124_3882',156),1960.0
('UNICORN_UNILEVER_180124_3882',2379),559.0
('UNICORN_UNILEVER_180124_3882',2671),829.0
('UNICORN_UNILEVER_180124_3882',2720),715.0
('UNICORN_UNILEVER_180124_3882',3004),409.0
('UNICORN_UNILEVER_180224_2775',156),39.0
('UNICORN_UNILEVER_180224_2775',2720),33.0
('UNICORN_UNILEVER_180224_2775',3004),63.0
('UNICORN_UNILEVER_180224_2776',144),507.0
('UNICORN_UNILEVER_180224_2776',156),648.0
('UNICORN_UNILEVER_180224_2776',2671),207.0
('UNICORN_UNILEVER_180224_2776',2720),132.0
('UNICORN_UNILEVER_180923_1225',144),15.0
('UNICORN_UNILEVER_181023_1022',2720),18.0
('UNICORN_UNILEVER_181123_1002',2671),3.0
('UNICORN_UNILEVER_181123_1091',156),1.0
('UNICORN_UNILEVER_181123_1093',2720),79.0
('UNICORN_UNILEVER_190224_7387',144),16756.0
('UNICORN_UNILEVER_190224_7387',2671),12312.0
('UNICORN_UNILEVER_190224_7387',2720),1522.0
('UNICORN_UNILEVER_190224_7388',144),324.0
('UNICORN_UNILEVER_190224_7388',156),1188.0
('UNICORN_UNILEVER_190224_7388',2671),1830.0
('UNICORN_UNILEVER_190224_7388',3004),486.0
('UNICORN_UNILEVER_190224_7389',144),954.0
('UNICORN_UNILEVER_190224_7389',156),108.0
('UNICORN_UNILEVER_190224_7389',3004),180.0
('UNICORN_UNILEVER_190224_7926',144),72.0
('UNICORN_UNILEVER_190224_7926',2671),96.0
('UNICORN_UNILEVER_190224_7926',3004),138.0
('UNICORN_UNILEVER_190224_7927',2671),88.0
('UNICORN_UNILEVER_190224_7927',3004),25.0
('UNICORN_UNILEVER_190224_7928',144),45.0
('UNICORN_UNILEVER_190224_7928',2671),43.0
('UNICORN_UNILEVER_190923_1213',156),1339.0
('UNICORN_UNILEVER_190923_1213',2379),54.0
('UNICORN_UNILEVER_200124_3075',156),17371.0
('UNICORN_UNILEVER_200124_3076',144),4.0
('UNICORN_UNILEVER_200124_3076',156),39.0
('UNICORN_UNILEVER_200124_3076',2379),13.0
('UNICORN_UNILEVER_200124_3076',2671),1.0
('UNICORN_UNILEVER_200224_3788',156),6480.0
('UNICORN_UNILEVER_200224_3788',3004),1080.0
('UNICORN_UNILEVER_200224_3789',156),756.0
('UNICORN_UNILEVER_200224_3789',3004),25.0
('UNICORN_UNILEVER_200224_3790',156),288.0
('UNICORN_UNILEVER_200224_3791',144),10.0
('UNICORN_UNILEVER_200224_3791',156),132.0
('UNICORN_UNILEVER_200224_3791',2671),16.0
('UNICORN_UNILEVER_200224_3791',2720),30.0
('UNICORN_UNILEVER_200224_3791',3004),45.0
('UNICORN_UNILEVER_200923_0018',144),3.0
('UNICORN_UNILEVER_200923_0018',2379),1.0
('UNICORN_UNILEVER_210823_1982',144),1039.0
('UNICORN_UNILEVER_210823_1982',2379),1713.0
('UNICORN_UNILEVER_210823_1983',2671),3.0
('UNICORN_UNILEVER_210823_1983',2720),10.0
('UNICORN_UNILEVER_211023_0024',144),21.0
('UNICORN_UNILEVER_211023_0024',2379),4.0
('UNICORN_UNILEVER_211023_0024',2720),1.0
('UNICORN_UNILEVER_211023_0026',144),22.0
('UNICORN_UNILEVER_211023_0026',2671),1.0
('UNICORN_UNILEVER_211023_1221',144),1.0
('UNICORN_UNILEVER_211023_1221',2379),6.0
('UNICORN_UNILEVER_211023_1221',2720),4.0
('UNICORN_UNILEVER_211023_1222',144),4.0
('UNICORN_UNILEVER_211023_1223',2720),42.0
('UNICORN_UNILEVER_211023_1224',156),51.0
('UNICORN_UNILEVER_211023_1224',2671),25.0
('UNICORN_UNILEVER_211023_1225',156),76.0
('UNICORN_UNILEVER_211023_1226',156),249.0
('UNICORN_UNILEVER_211023_1226',3004),1.0
('UNICORN_UNILEVER_211123_2746',2671),9.0
('UNICORN_UNILEVER_211123_2746',2720),36.0
('UNICORN_UNILEVER_220124_5397',156),25.0
('UNICORN_UNILEVER_220124_5398',156),4.0
('UNICORN_UNILEVER_220124_5399',156),55.0
('UNICORN_UNILEVER_220124_6504',144),1764.0
('UNICORN_UNILEVER_220124_6504',156),1440.0
('UNICORN_UNILEVER_220124_6504',2671),250.0
('UNICORN_UNILEVER_220124_6504',2720),58.0
('UNICORN_UNILEVER_220224_3025',156),10800.0
('UNICORN_UNILEVER_220224_3025',3004),10720.0
('UNICORN_UNILEVER_220224_3773',156),324.0
('UNICORN_UNILEVER_220224_3773',2671),18.0
('UNICORN_UNILEVER_220224_3773',3004),79.0
('UNICORN_UNILEVER_230124_0647',144),184.0
('UNICORN_UNILEVER_230124_0647',156),423.0
('UNICORN_UNILEVER_230124_0647',2379),51.0
('UNICORN_UNILEVER_230124_0647',2671),36.0
('UNICORN_UNILEVER_230124_0647',2720),22.0
('UNICORN_UNILEVER_230124_0647',3004),67.0
('UNICORN_UNILEVER_230124_0648',156),28.0
('UNICORN_UNILEVER_230923_3493',156),636.0
('UNICORN_UNILEVER_230923_3493',2671),9.0
('UNICORN_UNILEVER_231023_9302',2671),2200.0
('UNICORN_UNILEVER_231023_9302',2720),1.0
('UNICORN_UNILEVER_231023_9303',144),4.0
('UNICORN_UNILEVER_231023_9303',2671),37.0
('UNICORN_UNILEVER_231023_9303',2720),1e-05
('UNICORN_UNILEVER_231023_9305',2379),3.0
('UNICORN_UNILEVER_231023_9305',2671),1e-05
('UNICORN_UNILEVER_231023_9306',144),1.0
('UNICORN_UNILEVER_231123_1090',2379),22.0
('UNICORN_UNILEVER_231123_1090',2720),103.0
('UNICORN_UNILEVER_240224_1020',156),720.0
('UNICORN_UNILEVER_240224_1021',2671),7524.0
('UNICORN_UNILEVER_240224_1021',3004),3294.0
('UNICORN_UNILEVER_240224_4622',144),10800.0
('UNICORN_UNILEVER_240224_4622',156),46800.0
('UNICORN_UNILEVER_240224_4622',2379),5206.0
('UNICORN_UNILEVER_240224_4622',2671),28567.0
('UNICORN_UNILEVER_240224_4622',2720),13627.0
('UNICORN_UNILEVER_240224_4622',3004),12904.0
('UNICORN_UNILEVER_240224_6608',144),702.0
('UNICORN_UNILEVER_240723_0001',144),31.0
('UNICORN_UNILEVER_240723_0001',2379),4.0
('UNICORN_UNILEVER_240723_0001',2720),10.0
('UNICORN_UNILEVER_240723_0002',2671),1512.0
('UNICORN_UNILEVER_240723_0002',2720),4.0
('UNICORN_UNILEVER_240723_0007',2671),216.0
('UNICORN_UNILEVER_240723_0009',144),139.0
('UNICORN_UNILEVER_240723_0011',144),41.0
('UNICORN_UNILEVER_240723_0011',2671),6372.0
('UNICORN_UNILEVER_240723_0011',2720),195.0
('UNICORN_UNILEVER_240823_0003',2720),985.0
('UNICORN_UNILEVER_250124_3695',156),33.0
('UNICORN_UNILEVER_250124_3696',156),49.0
('UNICORN_UNILEVER_250124_4427',144),387.0
('UNICORN_UNILEVER_250124_4427',2671),72.0
('UNICORN_UNILEVER_250124_4427',3004),33.0
('UNICORN_UNILEVER_250224_2589',156),51.0
('UNICORN_UNILEVER_250723_0702',144),2.0
('UNICORN_UNILEVER_250723_0702',156),16.0
('UNICORN_UNILEVER_250723_0702',2379),3.0
('UNICORN_UNILEVER_250723_0702',2720),1.0
('UNICORN_UNILEVER_250723_0703',2671),1.0
('UNICORN_UNILEVER_250723_0709',2379),634.0
('UNICORN_UNILEVER_250723_0712',156),508.0
('UNICORN_UNILEVER_250723_1126',144),1.0
('UNICORN_UNILEVER_250723_1126',156),88.0
('UNICORN_UNILEVER_250723_1126',2379),4.0
('UNICORN_UNILEVER_250723_1126',2671),4.0
('UNICORN_UNILEVER_250723_1128',2379),1.0
('UNICORN_UNILEVER_250723_1130',156),312.0
('UNICORN_UNILEVER_250723_1130',2671),2.0
('UNICORN_UNILEVER_250723_1130',2720),1.0
('UNICORN_UNILEVER_250723_1132',156),51.0
('UNICORN_UNILEVER_250723_9944',144),1.0
('UNICORN_UNILEVER_250723_9946',144),36.0
('UNICORN_UNILEVER_250723_9948',144),1.0
('UNICORN_UNILEVER_250723_9949',144),1e-05
('UNICORN_UNILEVER_250923_1994',2720),1.0
('UNICORN_UNILEVER_251123_1009',144),190.0
('UNICORN_UNILEVER_251123_1009',156),1176.0
('UNICORN_UNILEVER_260723_0001',2720),99.0
('UNICORN_UNILEVER_260723_0002',144),511.0
('UNICORN_UNILEVER_260723_0002',156),807.0
('UNICORN_UNILEVER_260723_0002',2671),90.0
('UNICORN_UNILEVER_260723_0003',144),148.0
('UNICORN_UNILEVER_260723_0003',2379),310.0
('UNICORN_UNILEVER_260723_0003',2671),1296.0
('UNICORN_UNILEVER_260723_0003',2720),1908.0
('UNICORN_UNILEVER_260823_0003',2379),352.0
('UNICORN_UNILEVER_260823_0003',2671),37.0
('UNICORN_UNILEVER_260823_0003',2720),2.0
('UNICORN_UNILEVER_260823_0004',2671),669.0
('UNICORN_UNILEVER_260823_0005',2671),256.0
('UNICORN_UNILEVER_261023_1002',156),3.0
('UNICORN_UNILEVER_261023_1003',2671),4.0
('UNICORN_UNILEVER_261023_1979',2671),3.0
('UNICORN_UNILEVER_261023_1979',2720),3.0
('UNICORN_UNILEVER_261023_1981',2720),1.0
('UNICORN_UNILEVER_261223_7516',156),90466.0
('UNICORN_UNILEVER_261223_7516',2720),4464.0
('UNICORN_UNILEVER_261223_7517',144),252.0
('UNICORN_UNILEVER_261223_7517',2379),9.0
('UNICORN_UNILEVER_261223_7517',2671),108.0
('UNICORN_UNILEVER_261223_7517',2720),1.0
('UNICORN_UNILEVER_261223_7518',144),1.0
('UNICORN_UNILEVER_261223_7518',2720),75.0
('UNICORN_UNILEVER_261223_9379',144),432.0
('UNICORN_UNILEVER_261223_9379',156),612.0
('UNICORN_UNILEVER_261223_9379',2379),108.0
('UNICORN_UNILEVER_261223_9379',2671),153.0
('UNICORN_UNILEVER_261223_9379',2720),24.0
('UNICORN_UNILEVER_270124_3768',144),100.0
('UNICORN_UNILEVER_270124_3768',156),2700.0
('UNICORN_UNILEVER_270124_3768',2671),10.0
('UNICORN_UNILEVER_270124_3769',2379),21.0
('UNICORN_UNILEVER_270124_3769',3004),19.0
('UNICORN_UNILEVER_270124_3770',2379),57.0
('UNICORN_UNILEVER_270124_3770',3004),40.0
('UNICORN_UNILEVER_270224_2311',3004),1117.0
('UNICORN_UNILEVER_270224_2312',2720),40.0
('UNICORN_UNILEVER_270224_2313',2720),109.0
('UNICORN_UNILEVER_270224_2313',3004),124.0
('UNICORN_UNILEVER_270224_7110',3004),1044.0
('UNICORN_UNILEVER_270224_7111',156),121.0
('UNICORN_UNILEVER_270224_8349',2379),45.0
('UNICORN_UNILEVER_270224_8350',144),1836.0
('UNICORN_UNILEVER_270224_8350',156),9.0
('UNICORN_UNILEVER_270224_8350',2379),540.0
('UNICORN_UNILEVER_270224_8350',2671),1257.0
('UNICORN_UNILEVER_270224_8350',3004),3441.0
('UNICORN_UNILEVER_270923_1020',156),213.0
('UNICORN_UNILEVER_270923_1021',144),148.0
('UNICORN_UNILEVER_270923_1021',2671),12.0
('UNICORN_UNILEVER_270923_1021',2720),10.0
('UNICORN_UNILEVER_270923_1022',156),51.0
('UNICORN_UNILEVER_270923_1022',2379),39.0
('UNICORN_UNILEVER_270923_1022',2671),39.0
('UNICORN_UNILEVER_270923_1022',2720),19.0
('UNICORN_UNILEVER_271123_2700',144),993.0
('UNICORN_UNILEVER_271123_2700',2379),144.0
('UNICORN_UNILEVER_271123_2700',2671),54.0
('UNICORN_UNILEVER_271123_5332',144),37.0
('UNICORN_UNILEVER_271123_5332',2720),3.0
('UNICORN_UNILEVER_280124_0020',144),208.0
('UNICORN_UNILEVER_280124_0020',156),141.0
('UNICORN_UNILEVER_280124_0020',2379),31.0
('UNICORN_UNILEVER_280124_0020',2671),72.0
('UNICORN_UNILEVER_280124_0020',2720),48.0
('UNICORN_UNILEVER_280124_0020',3004),16.0
('UNICORN_UNILEVER_280124_0021',144),76.0
('UNICORN_UNILEVER_280124_0023',144),11466.0
('UNICORN_UNILEVER_280124_0023',156),26401.0
('UNICORN_UNILEVER_280124_1456',144),59173.0
('UNICORN_UNILEVER_280124_1456',156),116832.0
('UNICORN_UNILEVER_280124_1456',2379),591.0
('UNICORN_UNILEVER_280124_1456',2671),43554.0
('UNICORN_UNILEVER_280124_1456',2720),26124.0
('UNICORN_UNILEVER_280124_1456',3004),22225.0
('UNICORN_UNILEVER_280124_2558',144),58.0
('UNICORN_UNILEVER_280124_2558',2379),31.0
('UNICORN_UNILEVER_280124_2558',2671),24.0
('UNICORN_UNILEVER_280124_2558',2720),9.0
('UNICORN_UNILEVER_280124_2559',144),636.0
('UNICORN_UNILEVER_280124_2559',156),417.0
('UNICORN_UNILEVER_280124_2559',2379),166.0
('UNICORN_UNILEVER_280124_2559',2671),649.0
('UNICORN_UNILEVER_280124_2559',2720),97.0
('UNICORN_UNILEVER_280124_2559',3004),286.0
('UNICORN_UNILEVER_280124_2560',144),143658.0
('UNICORN_UNILEVER_280124_2560',156),247434.0
('UNICORN_UNILEVER_280124_2560',2379),53223.0
('UNICORN_UNILEVER_280124_2560',2671),59680.0
('UNICORN_UNILEVER_280124_2560',2720),50845.0
('UNICORN_UNILEVER_280124_2560',3004),35166.0
('UNICORN_UNILEVER_280124_2561',144),13315.0
('UNICORN_UNILEVER_280124_2561',2379),16.0
('UNICORN_UNILEVER_280124_2561',2671),10791.0
('UNICORN_UNILEVER_280124_2561',3004),1561.0
('UNICORN_UNILEVER_280124_2562',144),157.0
('UNICORN_UNILEVER_280124_2562',2379),19.0
('UNICORN_UNILEVER_280124_2562',2671),51.0
('UNICORN_UNILEVER_280124_2562',2720),3.0
('UNICORN_UNILEVER_280124_2562',3004),34.0
('UNICORN_UNILEVER_280124_2563',144),84.0
('UNICORN_UNILEVER_280124_2563',2379),4.0
('UNICORN_UNILEVER_280124_2563',2671),37.0
('UNICORN_UNILEVER_280124_2563',2720),18.0
('UNICORN_UNILEVER_280124_2563',3004),58.0
('UNICORN_UNILEVER_280124_2564',144),1.0
('UNICORN_UNILEVER_280124_2564',156),8310.0
('UNICORN_UNILEVER_280224_2024',2671),739.0
('UNICORN_UNILEVER_280224_7455',2671),1011.0
('UNICORN_UNILEVER_280723_2000',144),12.0
('UNICORN_UNILEVER_280723_2000',2671),1e-05
('UNICORN_UNILEVER_280723_2001',144),51.0
('UNICORN_UNILEVER_280723_2002',2379),1.0
('UNICORN_UNILEVER_280723_2002',2671),3.0
('UNICORN_UNILEVER_280723_2003',144),16.0
('UNICORN_UNILEVER_280723_2004',2671),1.0
('UNICORN_UNILEVER_280823_0022',2720),837.0
('UNICORN_UNILEVER_280823_0777',144),28.0
('UNICORN_UNILEVER_281023_5157',144),49.0
('UNICORN_UNILEVER_281023_5157',156),1.0
('UNICORN_UNILEVER_281023_5157',2671),18.0
('UNICORN_UNILEVER_281023_5158',144),31.0
('UNICORN_UNILEVER_281023_5158',2671),10.0
('UNICORN_UNILEVER_281123_1002',2671),16.0
('UNICORN_UNILEVER_281123_1003',144),324.0
('UNICORN_UNILEVER_281123_1003',2379),157.0
('UNICORN_UNILEVER_281123_1003',2671),37.0
('UNICORN_UNILEVER_281123_1004',144),60.0
('UNICORN_UNILEVER_281223_7452',2671),1e-05
('UNICORN_UNILEVER_281223_7453',156),25.0
('UNICORN_UNILEVER_281223_7453',2720),10.0
('UNICORN_UNILEVER_281223_7454',144),144.0
('UNICORN_UNILEVER_281223_7454',2720),144.0
('UNICORN_UNILEVER_290124_3940',144),27.0
('UNICORN_UNILEVER_290124_3940',156),73.0
('UNICORN_UNILEVER_290124_3941',144),10.0
('UNICORN_UNILEVER_290124_3941',156),31.0
('UNICORN_UNILEVER_291023_0021',144),15.0
('UNICORN_UNILEVER_291023_0021',156),198.0
('UNICORN_UNILEVER_300124_3659',144),8383.0
('UNICORN_UNILEVER_300124_3659',156),19996.0
('UNICORN_UNILEVER_300124_3659',2379),3909.0
('UNICORN_UNILEVER_300124_3659',2671),9886.0
('UNICORN_UNILEVER_300124_3659',2720),6228.0
('UNICORN_UNILEVER_300124_3659',3004),456.0
('UNICORN_UNILEVER_300124_4725',144),3234.0
('UNICORN_UNILEVER_300124_4725',156),2239.0
('UNICORN_UNILEVER_300124_4725',2379),465.0
('UNICORN_UNILEVER_300124_4725',2671),1041.0
('UNICORN_UNILEVER_300124_4725',2720),796.0
('UNICORN_UNILEVER_300124_4725',3004),66.0
('UNICORN_UNILEVER_300124_5936',144),49.0
('UNICORN_UNILEVER_300124_5936',2671),10.0
('UNICORN_UNILEVER_300124_5936',3004),13.0
('UNICORN_UNILEVER_300723_0001',2379),5428.0
('UNICORN_UNILEVER_300723_0001',2671),147.0
('UNICORN_UNILEVER_300723_0002',144),2.0
('UNICORN_UNILEVER_300723_0004',144),6.0
('UNICORN_UNILEVER_300723_0005',156),90.0
('UNICORN_UNILEVER_300723_0005',2379),31.0
('UNICORN_UNILEVER_300723_0005',2671),133.0
('UNICORN_UNILEVER_300723_0005',2720),49.0
('UNICORN_UNILEVER_300723_0006',156),115.0
('UNICORN_UNILEVER_300723_0006',2379),9.0
('UNICORN_UNILEVER_300723_0006',2671),64.0
('UNICORN_UNILEVER_300723_0006',2720),40.0
('UNICORN_UNILEVER_300823_1093',144),8.0
('UNICORN_UNILEVER_300823_1094',144),4.0
('UNICORN_UNILEVER_300823_1094',2379),3.0
('UNICORN_UNILEVER_300823_1094',2671),40.0
('UNICORN_UNILEVER_300923_0033',144),4.0
('UNICORN_UNILEVER_300923_0033',2720),16.0
('UNICORN_UNILEVER_300923_0990',156),6.0
('UNICORN_UNILEVER_300923_1003',2379),1.0
('UNICORN_UNILEVER_300923_1003',2671),27.0
('UNICORN_UNILEVER_300923_1080',144),54.0
('UNICORN_UNILEVER_300923_1080',156),226.0
('UNICORN_UNILEVER_301023_0101',2671),82.0
('UNICORN_UNILEVER_310723_0008',156),306.0
('UNICORN_UNILEVER_310723_0008',2379),6.0
('UNICORN_UNILEVER_310723_0008',2671),1.0
('UNICORN_UNILEVER_310723_0008',2720),78.0
('UNICORN_UNILEVER_310723_0008',3004),51.0
('UNICORN_UNILEVER_310723_0009',2671),3.0
('UNICORN_UNILEVER_310723_0009',2720),184.0
('UNICORN_UNILEVER_310723_0011',156),34.0
('UNICORN_UNILEVER_310823_1002',144),15.0
('UNICORN_UNILEVER_310823_8758',144),1.0
('UNICORN_UNILEVER_310823_8758',2671),607.0
('UNICORN_UNILEVER_310823_8758',2720),1.0
('UNICORN_UNILEVER_311023_6699',144),3.0
('UNICORN_UNILEVER_311023_8133',2720),9.0
('UNICORN_UNILEVE_270124_5937',144),25.0
('UNICORN_UNILEVE_270124_5937',156),556.0
('UNICORN_UNILEVE_270124_5937',2671),13.0
('UNICORN_UNILIEVER_180923_0101',2671),49.0
('UNICORN_UNILIEVER_180923_0101',2720),21.0
('UNICORN_UNILIVER_250923_7965',2720),54.0
